URL,no of '.',special char,url length,susp_words,same_tld,htp_count,brand_name_location,data:uri,phpOrEmpty,#hyperlinks,empty_link,fake links,empty_links_ratio,errorLinks,redirect_links,class
https://www.picasonaturals.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
http://picasonaturals.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
https://www.picasonaturals.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
http://picasonaturals.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"https://supporttrack.org/chase/home.php?public/enroll/identifyuser-aspx-lob=rbglogon=mtmxmte4odk1oa==mtmxmte4odk1oa==
com/",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"https://supporttrack.org/chase/emalpas.php?cmd=login_submit&amp;id=$praga$praga&amp;session=$praga$praga
com/",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
"http://texastechuniversity.xyz/images/img/confirmnewboa/login.php?cmd=login_submit&amp;id=7b14457935d7c664ba66f8f4e4e998677b14457935d7c664ba66f8f4e4e99867&amp;session=7b14457935d7c664ba66f8f4e4e998677b14457935d7c664ba66f8f4e4e99867
com/",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
"http://texastechuniversity.xyz/images/img/confirmnewboa/login.php?cmd=login_submit&amp;id=2577eaa92dbd82ae8e603b97c8d383422577eaa92dbd82ae8e603b97c8d38342&amp;session=2577eaa92dbd82ae8e603b97c8d383422577eaa92dbd82ae8e603b97c8d38342
com/",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
http://nikhilkumark.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
http://nikhilkumark.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
http://mosaiqshop.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"http://grp01.id.rakuten.co.jp.c3004581368163d17979f19e2f883eb004002317.info/pc/2d597e7dbfdec8a5394fc27a6cdc9a3d/signin.php?country=&lang=ja-jp
com/",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"http://grp01.id.rakuten.co.jp.c3004581368163d17979f19e2f883eb004002317.info/pc/index.php
com/",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"http://lindatelecastin.xyz/fk/f2.php
com/",0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"http://bondzone.xyz/fk/f2.php
com/",0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"http://enuonoe.xyz/fk/f2.php
com/",0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"http://namediv1.co.vu/go.php?login=l2zimwxvz2lul2vulz9pzd0xmda0njqy&amp;id=mtawndy0mg==&amp;r=bh40g
com/",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
http://zeejcorporation.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://picasonaturals.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
https://picasonaturals.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"http://sweettravel.it/wp-includes/fonts/logon.do.php
com/",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"http://www.kalro.org/slm-project/misc/ui/painel/home.html#193631.shtml-%20eyvq
com/",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"https://texastechuniversity.xyz/images/img/confirmnewboa/login.php?cmd=login_submit&amp;id=3daf033709487a1fe5745eaea24db2a93daf033709487a1fe5745eaea24db2a9&amp;session=3daf033709487a1fe5745eaea24db2a93daf033709487a1fe5745eaea24db2a9
com/",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
