URL,no of '.',special char,url length,susp_words,same_tld,htp_count,brand_name_location,data:uri,phpOrEmpty,#hyperlinks,empty_link,fake links,empty_links_ratio,errorLinks,redirect_links,class
https://fasttype166.com/,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
http://paypal-restoreaccountaccess.com/,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
http://paypal-restoreaccountaccess.com/,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
http://poste-it-up.blogspot.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"http://poste-it-up.blogspot.be/
com/",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
https://poste-it-up.blogspot.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
http://malargent.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"https://qasim.pk/millinion/millenniumbcp/validation/
com/",0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
https://up-gradeatt-yahoo-mail.weebly.com/,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
http://mail.mumbaishoulder.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
http://mail.mumbaishoulder.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"https://www.accounts-login-idm-telekomde.eu/meinkonto.telekom-dienste.de/oauth2/telekom-login.htm?webscr&amp;cmd=_login-run&amp;session=8zieyer9hfjay5kcsnibateavu0mfcsd3if5tbc0gltjh9oy1cz99hzf7yd&amp;dispatch=f670ef5d2d6bdf8f29450a970494dd6443a115cbd6f4788924537365be3d601265fc52ed8f88c81323a418ca94cec2ed
com/",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"http://www.accounts-login-idm-telekomde.eu/meinkonto.telekom-dienste.de/oauth2/telekom-login.htm?webscr&amp;cmd=_login-run&amp;session=8zieyer9hfjay5kcsnibateavu0mfcsd3if5tbc0gltjh9oy1cz99hzf7yd&amp;dispatch=f670ef5d2d6bdf8f29450a970494dd6443a115cbd6f4788924537365be3d601265fc52ed8f88c81323a418ca94cec2ed
com/",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"http://servicenoticealert.tbrada.pw/servicesupgrade/myaccount/index.html
com/",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
"https://www.accounts-login-idm-telekomde.eu/meinkonto.telekom-dienste.de/oauth2/telekom-login.htm?webscr&amp;cmd=_login-run&amp;session=89z3l2yniosh7ti9q847wr1hky67me0bciasygfu6kdp38dvcxzfiof5dce&amp;dispatch=b20bb95ab626d93fd976af958fbc61baba036d228858d76fb89189853a5503bdf3bd5ad57c8389a8a1a541a76be463bf
com/",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"http://www.accounts-login-idm-telekomde.eu/meinkonto.telekom-dienste.de/oauth2/telekom-login.htm?webscr&amp;cmd=_login-run&amp;session=89z3l2yniosh7ti9q847wr1hky67me0bciasygfu6kdp38dvcxzfiof5dce&amp;dispatch=b20bb95ab626d93fd976af958fbc61baba036d228858d76fb89189853a5503bdf3bd5ad57c8389a8a1a541a76be463bf
com/",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
http://orgogenlabs.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"https://servicenoticealert.tbrada.pw/servicesupgrade/myaccount/index.html
com/",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
"https://www.accounts-login-idm-telekomde.eu/meinkonto.telekom-dienste.de/oauth2/telekom-login.htm?webscr&amp;cmd=_login-run&amp;session=yxagfigheg0zwaciyg963bxgmnia74bdh0cqhahac1ydyzidvn8f7ofdjkw&amp;dispatch=21fe5b8ba755eeaece7a45084987622830a0b73609456022ae729282fd9753d4d7657583058394c828ee150fada65345
com/",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"http://www.accounts-login-idm-telekomde.eu/meinkonto.telekom-dienste.de/oauth2/telekom-login.htm?webscr&amp;cmd=_login-run&amp;session=yxagfigheg0zwaciyg963bxgmnia74bdh0cqhahac1ydyzidvn8f7ofdjkw&amp;dispatch=21fe5b8ba755eeaece7a45084987622830a0b73609456022ae729282fd9753d4d7657583058394c828ee150fada65345
com/",1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"http://danhinz.org/wp-includes/images/drive-2/onedrive/login.php
com/",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
https://verdehealthservices.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"https://rhemaprisional.rio.br/.well-known/acme-challenge/update/chaseonline/login.htm
com/",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
http://createchsoft.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
https://234market.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"http://estclinic.ro/wp-content/themes/twentynineteen/redirect.php
com/",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
http://poste-it-up.blogspot.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
https://wdestaques11.amelhordoano.com/,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"https://cvputrapratama.id/yh/yahoo/admin/login/login/kod.php
com/",0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
